"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor"
"378",41200,"Argyle","12/30/2017","A",1716,2017-12-30,12,"Dec",2017,30,"Saturday","(41.973453, -87.65853)","red"
"435",41200,"Argyle","12/07/2017","W",3111,2017-12-07,12,"Dec",2017,7,"Thursday","(41.973453, -87.65853)","red"
"441",41200,"Argyle","12/09/2017","A",2349,2017-12-09,12,"Dec",2017,9,"Saturday","(41.973453, -87.65853)","red"
"867",41200,"Argyle","12/29/2017","W",2252,2017-12-29,12,"Dec",2017,29,"Friday","(41.973453, -87.65853)","red"
"1112",41200,"Argyle","12/12/2017","W",3043,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.973453, -87.65853)","red"
"1234",41200,"Argyle","12/19/2017","W",2905,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.973453, -87.65853)","red"
"1365",41200,"Argyle","12/16/2017","A",2378,2017-12-16,12,"Dec",2017,16,"Saturday","(41.973453, -87.65853)","red"
"1432",41200,"Argyle","12/08/2017","W",3074,2017-12-08,12,"Dec",2017,8,"Friday","(41.973453, -87.65853)","red"
"1771",41200,"Argyle","12/04/2017","W",3077,2017-12-04,12,"Dec",2017,4,"Monday","(41.973453, -87.65853)","red"
"1796",41200,"Argyle","12/17/2017","U",1807,2017-12-17,12,"Dec",2017,17,"Sunday","(41.973453, -87.65853)","red"
"2084",41200,"Argyle","12/22/2017","W",2549,2017-12-22,12,"Dec",2017,22,"Friday","(41.973453, -87.65853)","red"
"2088",41200,"Argyle","12/21/2017","W",2818,2017-12-21,12,"Dec",2017,21,"Thursday","(41.973453, -87.65853)","red"
"2097",41200,"Argyle","12/20/2017","W",2955,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.973453, -87.65853)","red"
"2195",41200,"Argyle","12/03/2017","U",1985,2017-12-03,12,"Dec",2017,3,"Sunday","(41.973453, -87.65853)","red"
"2496",41200,"Argyle","12/31/2017","U",1523,2017-12-31,12,"Dec",2017,31,"Sunday","(41.973453, -87.65853)","red"
"2497",41200,"Argyle","12/28/2017","W",2070,2017-12-28,12,"Dec",2017,28,"Thursday","(41.973453, -87.65853)","red"
"2688",41200,"Argyle","12/24/2017","U",1291,2017-12-24,12,"Dec",2017,24,"Sunday","(41.973453, -87.65853)","red"
"2776",41200,"Argyle","12/10/2017","U",1532,2017-12-10,12,"Dec",2017,10,"Sunday","(41.973453, -87.65853)","red"
"2852",41200,"Argyle","12/23/2017","A",1749,2017-12-23,12,"Dec",2017,23,"Saturday","(41.973453, -87.65853)","red"
"2858",41200,"Argyle","12/02/2017","A",2539,2017-12-02,12,"Dec",2017,2,"Saturday","(41.973453, -87.65853)","red"
"3031",41200,"Argyle","12/15/2017","W",3069,2017-12-15,12,"Dec",2017,15,"Friday","(41.973453, -87.65853)","red"
"3134",41200,"Argyle","12/25/2017","U",850,2017-12-25,12,"Dec",2017,25,"Monday","(41.973453, -87.65853)","red"
"3285",41200,"Argyle","12/27/2017","W",1840,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.973453, -87.65853)","red"
"3399",41200,"Argyle","12/26/2017","W",1499,2017-12-26,12,"Dec",2017,26,"Tuesday","(41.973453, -87.65853)","red"
"3470",41200,"Argyle","12/14/2017","W",3032,2017-12-14,12,"Dec",2017,14,"Thursday","(41.973453, -87.65853)","red"
"3566",41200,"Argyle","12/06/2017","W",3043,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.973453, -87.65853)","red"
"3804",41200,"Argyle","12/18/2017","W",2896,2017-12-18,12,"Dec",2017,18,"Monday","(41.973453, -87.65853)","red"
"3873",41200,"Argyle","12/05/2017","W",3062,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.973453, -87.65853)","red"
"4308",41200,"Argyle","12/01/2017","W",3326,2017-12-01,12,"Dec",2017,1,"Friday","(41.973453, -87.65853)","red"
"4375",41200,"Argyle","12/13/2017","W",2995,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.973453, -87.65853)","red"
"4400",41200,"Argyle","12/11/2017","W",2989,2017-12-11,12,"Dec",2017,11,"Monday","(41.973453, -87.65853)","red"
"4698",41200,"Argyle","03/28/2018","W",2941,2018-03-28,3,"Mar",2018,28,"Wednesday","(41.973453, -87.65853)","red"
"4737",41200,"Argyle","02/07/2018","W",3140,2018-02-07,2,"Feb",2018,7,"Wednesday","(41.973453, -87.65853)","red"
"4891",41200,"Argyle","01/19/2018","W",3093,2018-01-19,1,"Jan",2018,19,"Friday","(41.973453, -87.65853)","red"
"5048",41200,"Argyle","02/16/2018","W",3233,2018-02-16,2,"Feb",2018,16,"Friday","(41.973453, -87.65853)","red"
"5149",41200,"Argyle","03/03/2018","A",2455,2018-03-03,3,"Mar",2018,3,"Saturday","(41.973453, -87.65853)","red"
"5212",41200,"Argyle","02/13/2018","W",3193,2018-02-13,2,"Feb",2018,13,"Tuesday","(41.973453, -87.65853)","red"
"5461",41200,"Argyle","01/16/2018","W",2951,2018-01-16,1,"Jan",2018,16,"Tuesday","(41.973453, -87.65853)","red"
"5490",41200,"Argyle","03/05/2018","W",2896,2018-03-05,3,"Mar",2018,5,"Monday","(41.973453, -87.65853)","red"
"5530",41200,"Argyle","02/04/2018","U",1525,2018-02-04,2,"Feb",2018,4,"Sunday","(41.973453, -87.65853)","red"
"5595",41200,"Argyle","01/17/2018","W",3045,2018-01-17,1,"Jan",2018,17,"Wednesday","(41.973453, -87.65853)","red"
"5786",41200,"Argyle","03/26/2018","W",2862,2018-03-26,3,"Mar",2018,26,"Monday","(41.973453, -87.65853)","red"
"6010",41200,"Argyle","02/14/2018","W",3194,2018-02-14,2,"Feb",2018,14,"Wednesday","(41.973453, -87.65853)","red"
"6057",41200,"Argyle","03/18/2018","U",1708,2018-03-18,3,"Mar",2018,18,"Sunday","(41.973453, -87.65853)","red"
"6197",41200,"Argyle","03/22/2018","W",2989,2018-03-22,3,"Mar",2018,22,"Thursday","(41.973453, -87.65853)","red"
"6360",41200,"Argyle","02/01/2018","W",3015,2018-02-01,2,"Feb",2018,1,"Thursday","(41.973453, -87.65853)","red"
"6408",41200,"Argyle","02/27/2018","W",3134,2018-02-27,2,"Feb",2018,27,"Tuesday","(41.973453, -87.65853)","red"
"6524",41200,"Argyle","03/10/2018","A",2419,2018-03-10,3,"Mar",2018,10,"Saturday","(41.973453, -87.65853)","red"
"6552",41200,"Argyle","03/11/2018","U",1762,2018-03-11,3,"Mar",2018,11,"Sunday","(41.973453, -87.65853)","red"
"6650",41200,"Argyle","02/06/2018","W",2923,2018-02-06,2,"Feb",2018,6,"Tuesday","(41.973453, -87.65853)","red"
"6788",41200,"Argyle","01/21/2018","U",1655,2018-01-21,1,"Jan",2018,21,"Sunday","(41.973453, -87.65853)","red"
"7286",41200,"Argyle","03/24/2018","A",1899,2018-03-24,3,"Mar",2018,24,"Saturday","(41.973453, -87.65853)","red"
"7338",41200,"Argyle","03/15/2018","W",3254,2018-03-15,3,"Mar",2018,15,"Thursday","(41.973453, -87.65853)","red"
"7415",41200,"Argyle","02/17/2018","A",2379,2018-02-17,2,"Feb",2018,17,"Saturday","(41.973453, -87.65853)","red"
"7662",41200,"Argyle","03/16/2018","W",3370,2018-03-16,3,"Mar",2018,16,"Friday","(41.973453, -87.65853)","red"
"7907",41200,"Argyle","01/23/2018","W",2997,2018-01-23,1,"Jan",2018,23,"Tuesday","(41.973453, -87.65853)","red"
"7922",41200,"Argyle","03/06/2018","W",3049,2018-03-06,3,"Mar",2018,6,"Tuesday","(41.973453, -87.65853)","red"
"8265",41200,"Argyle","02/12/2018","W",2982,2018-02-12,2,"Feb",2018,12,"Monday","(41.973453, -87.65853)","red"
"8300",41200,"Argyle","03/08/2018","W",2932,2018-03-08,3,"Mar",2018,8,"Thursday","(41.973453, -87.65853)","red"
"8461",41200,"Argyle","01/03/2018","W",2688,2018-01-03,1,"Jan",2018,3,"Wednesday","(41.973453, -87.65853)","red"
"8593",41200,"Argyle","01/18/2018","W",2956,2018-01-18,1,"Jan",2018,18,"Thursday","(41.973453, -87.65853)","red"
"8728",41200,"Argyle","01/09/2018","W",2914,2018-01-09,1,"Jan",2018,9,"Tuesday","(41.973453, -87.65853)","red"
